Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Maybrat,0.000,0.192,0.509,0.204,0.341,-,0.815,0.029,0.010,0.288,0.038,0.177,0.000,0.002,0.129,0.023,0.147,0.010,0.194,0.093,0.055,0.006,0.006,0.007,0.063,0.164,0.081,0.125,0.106,0.336,0.084,0.152,0.008
Manokwari Selatan,0.000,0.153,0.674,0.199,1.158,-,1.751,0.050,0.056,0.218,0.033,0.110,0.001,0.021,0.129,0.054,0.269,0.022,0.357,0.124,0.071,0.027,0.005,0.053,0.115,0.248,0.112,0.368,0.152,0.059,0.057,0.127,0.005
Pegunungan Arfak,0.000,0.082,0.509,0.350,0.095,-,0.885,0.000,0.001,0.144,0.016,0.002,-,-,0.015,0.001,0.083,0.018,0.105,0.003,0.003,0.030,0.001,0.001,0.082,0.127,0.059,0.110,0.073,0.039,-,0.030,-
Kota Sorong,0.000,0.671,0.999,0.476,1.926,-,1.191,0.062,0.083,0.851,0.135,0.092,0.005,0.033,0.133,0.029,0.297,0.019,0.326,0.260,0.049,0.113,0.052,0.258,0.159,0.384,0.555,0.110,0.170,0.183,0.136,0.217,0.003
Merauke,0.000,0.244,0.720,0.333,1.196,-,1.715,0.052,0.137,0.241,0.114,0.029,0.023,0.037,0.067,0.032,0.317,0.016,0.383,0.027,0.055,0.305,0.023,0.015,0.274,0.382,0.261,0.406,0.129,0.336,0.087,0.070,0.004
Jayawijaya,0.000,0.053,0.034,0.064,0.046,-,0.246,0.000,0.002,0.012,0.008,-,0.000,0.035,0.008,0.034,0.013,0.001,0.015,0.001,0.038,0.001,0.000,0.001,0.006,0.006,0.085,0.018,0.004,0.007,0.002,0.001,-
Jayapura,0.000,0.300,0.764,0.213,1.160,-,1.236,0.039,0.041,0.235,0.050,0.018,0.017,0.036,0.022,0.053,0.148,0.025,0.184,0.009,0.043,0.080,0.021,0.077,0.067,0.214,0.355,0.192,0.073,0.180,0.068,0.209,0.006
Nabire,0.000,0.383,0.788,0.198,1.490,-,2.387,0.104,0.141,0.359,0.140,0.044,0.034,0.036,0.084,0.021,0.427,0.055,0.429,0.030,0.051,0.340,0.041,0.034,0.351,0.283,0.613,0.224,0.116,0.243,0.096,0.480,0.003
Kepulauan Yapen,0.000,0.142,0.558,0.085,1.290,-,2.582,0.028,0.066,0.259,0.043,0.027,0.014,0.015,0.059,0.056,0.091,0.020,0.074,0.048,0.005,0.007,0.008,0.001,0.113,0.075,0.130,0.077,0.093,0.200,0.022,0.187,0.053
Biak Numfor,0.000,0.278,0.376,0.211,1.702,-,1.498,0.040,0.039,0.134,0.054,0.016,0.005,0.015,0.017,0.013,0.178,0.027,0.138,0.011,0.029,0.029,0.025,0.029,0.168,0.168,0.237,0.122,0.066,0.193,0.039,0.161,0.006
Paniai,0.000,-,0.014,0.001,0.015,-,0.025,0.000,-,0.004,-,0.001,-,-,0.007,-,0.004,-,0.031,0.006,0.010,-,-,-,-,-,-,-,0.000,0.003,-,0.002,-
Puncak Jaya,0.000,0.012,0.144,0.173,0.001,-,0.176,0.001,-,-,0.002,-,-,0.004,-,-,0.002,-,0.009,-,-,-,0.001,-,-,-,0.004,0.003,-,0.069,-,-,-
Mimika,0.000,0.367,1.089,0.315,0.913,-,1.711,0.082,0.107,0.339,0.176,0.176,0.004,0.042,0.094,0.029,0.288,0.032,0.286,0.102,0.053,0.065,0.039,0.013,0.171,0.280,0.597,0.246,0.205,0.291,0.129,0.204,0.004
Boven Digoel,0.000,0.198,0.542,0.162,0.688,-,0.806,0.006,0.013,0.070,0.014,0.039,-,0.005,0.031,0.001,0.055,0.012,0.049,0.053,0.115,0.005,-,0.011,0.283,0.234,0.159,0.177,0.068,0.166,0.023,0.023,0.004
Mappi,0.000,0.074,0.179,0.200,0.361,-,1.186,0.006,0.009,0.063,0.021,0.011,-,0.002,0.003,-,0.054,0.005,0.118,0.007,0.013,0.001,0.004,0.001,0.023,0.098,0.020,0.056,0.015,0.031,0.005,0.005,-
Asmat,0.000,0.026,0.537,0.714,0.828,-,2.933,0.009,0.009,0.054,0.043,0.003,-,0.008,0.001,0.008,0.020,0.001,0.346,0.024,0.009,0.000,-,-,0.021,0.747,0.003,0.385,0.212,0.068,0.001,0.020,-
Yahukimo,0.000,-,-,0.007,0.010,-,0.000,-,-,0.011,0.000,-,-,-,-,-,0.000,-,0.000,-,0.000,-,-,-,0.001,0.013,0.017,0.004,0.003,-,-,0.003,-
Pegunungan Bintang,0.000,0.000,0.488,0.727,0.340,-,0.617,-,0.001,0.045,-,0.039,-,0.001,0.001,0.002,0.004,0.039,0.395,-,0.001,-,-,0.002,-,0.001,-,0.012,-,0.065,-,-,-
Tolikara,0.000,-,0.026,0.181,0.011,-,0.137,-,-,0.005,-,0.004,-,-,0.001,-,0.015,-,0.158,-,0.007,-,-,-,-,0.020,-,0.008,0.003,0.015,-,-,-
Sarmi,0.000,0.052,0.892,0.223,0.403,-,1.131,0.030,0.037,0.141,0.112,0.303,-,0.052,0.227,0.041,0.144,0.010,0.157,0.174,0.073,0.012,0.029,0.003,0.041,0.199,0.174,0.197,0.068,0.213,0.060,0.080,-
Keerom,0.000,0.145,0.344,0.352,0.982,-,0.808,0.013,0.063,0.100,0.024,0.028,0.007,0.011,0.029,0.019,0.243,0.010,0.100,0.006,0.019,0.022,0.006,0.021,0.056,0.050,0.399,0.152,0.029,0.073,0.033,0.033,0.001
Waropen,0.000,0.209,0.389,0.096,0.605,-,1.698,0.002,0.033,0.020,0.023,0.011,0.003,0.013,0.010,0.002,0.071,0.004,0.076,0.019,0.040,0.007,0.000,-,0.002,0.065,0.139,0.128,0.035,0.036,0.001,0.012,0.005
Supiori,0.000,0.109,0.783,0.455,0.644,-,0.358,-,0.000,0.168,0.006,0.136,-,0.006,0.018,0.012,0.114,0.018,0.418,0.105,0.015,0.000,0.001,-,0.005,0.166,0.047,0.078,0.057,0.220,0.013,0.038,0.003
Mamberamo Raya,0.000,0.000,0.659,0.332,0.721,-,1.455,0.037,-,0.224,0.018,0.217,-,0.017,0.094,0.017,0.125,0.019,0.515,0.251,0.022,0.000,-,-,-,0.077,0.034,0.153,0.030,0.050,-,-,0.003
Nduga,0.000,0.008,0.005,0.522,0.126,-,0.587,0.014,-,0.027,0.001,-,-,-,-,-,0.001,0.040,0.118,-,0.002,-,-,-,-,0.001,-,-,0.001,-,-,-,-
Lanny Jaya,0.000,-,-,1.019,0.008,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.002,0.007,0.091,0.001,-,-,-,-
Mamberamo Tengah,0.000,0.006,0.003,0.086,-,-,0.003,-,-,0.003,0.002,-,-,0.001,-,-,0.001,0.001,-,-,0.001,-,-,-,0.000,0.001,-,0.000,-,-,-,-,-
Yalimo,0.000,0.002,0.041,0.149,0.012,-,0.281,-,0.002,0.055,0.003,-,-,-,-,-,0.009,0.112,0.038,-,0.001,-,0.002,-,-,0.003,-,0.103,0.002,0.127,0.001,-,-
Puncak,0.000,-,-,0.086,0.011,-,1.409,-,-,-,0.001,-,-,-,-,-,0.010,-,-,-,0.005,-,-,-,-,0.001,0.012,-,-,-,-,-,-
Dogiyai,0.000,0.050,0.174,0.042,0.063,-,0.494,0.002,-,0.070,0.002,0.023,-,-,0.001,-,0.003,0.002,0.002,-,0.006,-,-,-,0.001,0.014,0.000,0.161,0.030,0.119,-,-,-
Intan Jaya,0.000,0.041,0.002,0.001,0.001,-,0.300,-,-,0.011,0.000,0.002,-,-,0.001,0.002,-,0.000,-,0.000,0.001,-,-,-,-,0.006,-,0.020,-,0.001,-,0.001,-
Deiyai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kota Jayapura,0.000,0.411,0.464,0.199,1.605,-,1.215,0.056,0.165,0.619,0.201,0.052,0.011,0.092,0.039,0.073,0.455,0.038,0.181,0.090,0.098,0.124,0.040,0.041,0.232,0.282,0.406,0.202,0.096,0.385,0.105,0.234,0.006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Untuk satuan komoditas yang dimaksud, dapat dilihat pada kuesioner Survei Sosial Ekonomi Nasional (Susenas) Maret Modul Konsumsi dan Pengeluaran. Silahkan klik link di bawah ini
-Kuesioner Modul VSEN21.KP
-Kuesioner Modul VSEN20.KP
-Kuesioner Modul VSEN19.KP
-Kuesioner Modul VSEN18.KP

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Url: https://www.bps.go.id/indicator/5/2107/2/rata-rata-konsumsi-perkapita-seminggu-menurut-kelompok-makanan-dan-minuman-jadi-per-kabupaten-kota.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Access Time: November 24, 2023, 7:59 pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
