Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Manokwari Selatan,0.000,0.116,0.542,0.198,2.055,-,2.994,0.004,0.035,0.438,0.032,0.008,-,0.003,0.087,0.069,0.193,0.001,0.312,0.092,0.052,0.006,0.001,0.046,0.172,0.169,0.071,0.180,0.029,0.091,0.058,0.133,-
Pegunungan Arfak,0.000,-,0.102,0.470,0.495,-,1.223,-,-,0.132,-,0.015,-,-,0.019,-,0.013,0.004,0.102,0.004,0.003,0.006,-,-,0.210,0.094,0.052,0.033,0.036,0.031,-,-,-
Kota Sorong,0.000,0.873,1.158,0.382,0.906,-,1.725,0.093,0.070,0.925,0.144,0.040,0.009,0.038,0.049,0.021,0.334,0.054,0.281,0.097,0.060,0.030,0.036,0.333,0.131,0.269,0.390,0.166,0.073,0.185,0.099,0.448,0.005
Merauke,0.000,0.159,0.474,0.322,1.797,-,1.526,0.044,0.097,0.376,0.117,0.084,0.003,0.049,0.097,0.026,0.248,0.015,0.469,0.062,0.106,0.341,0.011,0.008,0.428,0.429,0.292,0.271,0.335,0.352,0.020,0.217,0.017
Jayawijaya,0.000,0.039,0.064,0.205,0.051,-,1.068,0.001,0.008,0.117,0.023,0.296,0.024,0.002,-,0.009,0.083,0.023,0.101,0.003,0.020,0.004,-,0.000,0.082,0.027,0.109,0.049,0.002,0.204,0.050,0.001,-
Jayapura,0.000,0.769,1.151,0.547,1.392,-,1.337,0.035,0.089,0.296,0.058,0.027,0.004,0.034,0.048,0.076,0.287,0.034,0.303,0.017,0.054,0.098,0.060,0.006,0.060,0.126,0.236,0.132,0.089,0.184,0.087,0.089,0.020
Nabire,0.000,0.263,0.546,0.250,1.416,-,2.594,0.115,0.083,0.221,0.114,0.268,0.011,0.053,0.066,0.033,0.286,0.010,0.222,0.012,0.022,0.017,0.022,0.013,0.224,0.087,0.191,0.219,0.022,0.381,0.063,0.236,0.020
Kepulauan Yapen,0.000,0.503,0.405,0.120,2.496,-,2.976,0.058,0.038,0.173,0.099,0.031,0.007,0.010,0.030,0.015,0.158,0.004,0.236,0.039,0.031,0.018,0.006,0.007,0.132,0.122,0.108,0.228,0.039,0.124,0.030,0.469,0.043
Biak Numfor,0.000,0.320,0.581,0.257,2.730,-,1.836,0.064,0.055,0.254,0.055,0.029,0.003,0.026,0.050,0.018,0.163,0.019,0.235,0.076,0.026,0.016,0.023,0.030,0.086,0.121,0.151,0.148,0.031,0.517,0.077,0.275,0.001
Paniai,0.000,0.434,0.644,0.178,0.964,-,2.718,-,0.003,0.088,0.006,0.119,-,0.008,-,-,0.045,-,0.000,0.000,0.117,-,-,-,0.005,0.338,0.120,0.220,0.154,0.103,-,-,-
Puncak Jaya,0.000,0.153,0.085,0.230,0.043,-,0.501,0.004,0.002,0.065,0.010,0.002,-,0.001,-,-,0.016,0.000,0.007,-,-,-,-,-,0.001,0.063,0.018,-,-,0.003,-,0.002,-
Mimika,0.000,0.538,0.928,0.276,0.856,-,2.385,0.053,0.163,0.683,0.157,0.530,0.024,0.064,0.033,0.092,0.610,0.033,0.188,0.043,0.096,0.011,0.075,0.061,0.179,0.725,0.621,0.210,0.087,0.329,0.097,0.155,0.010
Boven Digoel,0.000,0.496,0.313,0.438,2.421,-,1.995,0.053,0.020,0.578,0.067,0.176,-,0.011,0.294,0.002,0.220,0.041,0.283,0.163,0.179,0.067,0.003,0.004,0.400,0.517,0.159,0.439,0.093,0.032,0.075,0.086,0.001
Mappi,0.000,0.220,0.472,0.232,0.864,-,0.740,0.002,0.014,0.083,0.025,0.010,0.002,0.001,0.003,0.002,0.053,0.011,0.160,0.007,0.008,0.007,0.001,0.001,0.028,0.226,0.006,0.076,0.012,0.099,0.005,0.040,0.003
Asmat,0.000,0.011,0.065,0.170,0.753,-,3.831,-,0.002,0.177,0.013,0.001,-,0.007,0.003,-,0.060,0.003,0.124,0.004,0.001,0.021,-,0.008,0.005,0.234,-,0.251,0.253,0.041,0.001,-,-
Yahukimo,0.000,-,0.012,0.092,0.093,-,0.012,0.001,0.013,0.007,0.014,0.003,-,0.003,-,-,0.027,-,-,-,0.002,-,-,0.000,0.001,-,0.033,0.064,0.003,0.010,0.006,-,-
Pegunungan Bintang,0.000,0.010,0.224,0.899,0.203,-,0.391,-,0.060,0.039,0.008,0.152,-,0.005,0.096,0.008,0.039,0.006,0.609,0.090,0.016,0.054,-,-,-,0.003,0.001,0.060,0.025,0.025,0.001,-,-
Tolikara,0.000,0.118,0.109,0.291,0.119,-,0.685,0.005,0.000,0.038,0.010,0.006,-,-,0.000,0.003,0.008,0.003,0.099,0.002,0.001,-,0.002,-,0.006,0.010,0.018,0.030,0.003,0.037,0.004,0.023,-
Sarmi,0.000,0.034,0.572,0.253,0.791,-,1.496,0.024,0.041,0.150,0.056,0.187,-,0.004,0.175,0.001,0.254,0.022,0.078,0.121,0.075,0.004,0.002,-,0.017,0.059,0.194,0.244,0.047,0.078,0.017,0.194,0.001
Keerom,0.000,0.131,0.221,0.152,0.635,-,0.610,0.015,0.024,0.076,0.058,0.020,0.010,0.018,0.015,0.027,0.202,0.005,0.073,0.009,0.006,0.008,0.003,0.017,0.086,0.119,0.086,0.048,0.043,0.057,0.012,0.066,-
Waropen,0.000,0.455,1.968,0.646,1.472,-,4.012,0.002,0.082,0.067,0.228,0.107,0.018,0.047,0.038,0.028,0.227,0.072,0.644,0.024,0.066,0.011,-,0.007,-,0.455,0.132,0.592,0.185,0.176,0.130,0.009,0.060
Supiori,0.000,0.165,0.144,0.288,0.429,-,0.496,-,-,0.018,0.016,-,0.001,0.001,0.005,0.018,0.028,0.007,0.075,0.001,-,-,-,0.005,0.001,0.018,0.064,0.049,0.048,0.059,0.003,0.011,-
Mamberamo Raya,0.000,-,0.006,0.140,0.575,-,0.243,-,-,0.065,-,0.025,-,-,-,-,-,0.001,0.001,0.045,0.002,0.000,-,-,-,0.011,0.011,0.000,-,0.041,-,0.011,0.011
Nduga,0.000,-,0.017,0.132,0.004,-,0.099,-,0.001,0.001,-,-,-,-,-,-,0.001,-,0.001,-,-,-,-,-,-,-,-,-,-,0.000,-,-,-
Lanny Jaya,0.000,0.002,0.006,0.616,-,-,0.010,-,0.000,-,-,-,-,-,-,-,0.000,-,-,-,-,-,-,-,-,0.001,-,0.022,-,-,-,-,-
Mamberamo Tengah,0.000,-,0.003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.001,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yalimo,0.000,-,0.002,0.002,-,-,0.033,-,-,0.003,-,0.000,-,0.004,0.001,-,0.002,-,0.003,-,0.001,-,-,-,0.001,0.000,-,-,0.001,0.002,0.000,-,0.000
Puncak,0.000,-,-,0.138,0.011,-,0.765,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dogiyai,0.000,0.041,0.145,0.190,0.175,-,0.959,0.001,0.008,0.296,0.028,0.059,0.002,0.002,-,-,0.019,0.001,0.051,0.011,0.032,-,-,-,-,0.042,0.012,0.018,0.007,0.115,0.005,-,-
Intan Jaya,0.000,0.558,0.252,0.279,0.482,-,2.719,0.005,-,0.170,0.009,0.007,-,-,-,-,0.003,0.085,0.081,-,-,-,-,-,-,0.012,-,0.021,0.006,0.102,-,-,-
Deiyai,0.000,0.324,0.224,0.074,0.384,-,1.421,0.001,-,0.054,0.020,0.006,-,0.006,0.005,-,0.007,-,-,0.003,0.003,-,-,-,0.001,0.040,-,0.194,0.001,0.048,-,-,-
Kota Jayapura,0.000,0.536,0.455,0.368,1.233,-,1.863,0.096,0.101,0.447,0.180,0.080,0.018,0.112,0.123,0.049,0.356,0.043,0.112,0.072,0.085,0.239,0.060,0.026,0.182,0.257,0.233,0.159,0.081,0.240,0.058,0.200,0.007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Untuk satuan komoditas yang dimaksud, dapat dilihat pada kuesioner Survei Sosial Ekonomi Nasional (Susenas) Maret Modul Konsumsi dan Pengeluaran. Silahkan klik link di bawah ini
-Kuesioner Modul VSEN21.KP
-Kuesioner Modul VSEN20.KP
-Kuesioner Modul VSEN19.KP
-Kuesioner Modul VSEN18.KP

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Url: https://www.bps.go.id/indicator/5/2107/5/rata-rata-konsumsi-perkapita-seminggu-menurut-kelompok-makanan-dan-minuman-jadi-per-kabupaten-kota.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Access Time: November 24, 2023, 8:39 pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
